X,Y,OBJECTID,FEATURE_LOCATION,FEAT_CENT_EAST,FEAT_CENT_NORTH,longitude,latitude
360410.1,173838.960000001,533,"Twinnell House, Main entrance door panel",360410.1,173838.96,-2.57126009813452,51.4621290340341
360415.55,173843.029999999,534,"Twinnell House, Laundry Lobby",360415.55,173843.03,-2.57118210777327,51.4621660113722
360415.55,173843.029999999,535,"Twinnell House, Main entrance (internal)",360415.55,173843.03,-2.57118210777327,51.4621660113722
360404.57,173841.560000001,536,"Twinnell House, Main entrance (external)",360404.57,173841.56,-2.57133998724803,51.4621520230534
360415.55,173843.029999999,537,"Twinnell House, Lift lobby",360415.55,173843.03,-2.57118210777327,51.4621660113722
360418.03,173812.869999999,538,Wills Drive Door Panel,360418.03,173812.87,-2.57114303287156,51.4618950076479
360415.55,173843.029999999,539,"Twinnell House, Laundry",360415.55,173843.03,-2.57118210777327,51.4621660113722
360411.57,173822.26,540,"Twinnell House, Front Right PTZ",360411.57,173822.26,-2.5712370683331,51.4619789824096
357448.45,172468.789999999,541,On Col 14,357448.45,172468.79,-2.61372413722149,51.4495935404844
357573.79,172470.720000001,542,opp 009,357573.79,172470.72,-2.6119207469569,51.4496203403064
357499.92,172456.73,543,Hotwells Road/Mardyke,357499.92,172456.73,-2.61298204501244,51.449488991239
357825.04,172569.68,544,Jacobs Wells (Roundabout),357825.04,172569.68,-2.60831707681721,51.4505289482619
357318,172487,545,Hotwell Rd/ Spar - Street Lighting Column 20,357318,172487,-2.61560348627399,51.4497474057806
357144,172549.1,546,Hotwells Gyratory North - Street Lighting Column 029,357144,172549.1,-2.61811485104037,51.4502925510783
356906.57,172496.439999999,547,Rose of Denmark Hotwell Road,356906.57,172496.44,-2.62152508519027,51.4498010178078
357294.79,172491.710000001,548,Hotwells Road/ Pooles Wharf,357294.79,172491.71,-2.6159380438249,51.4497879958726
359853.24,169141.039999999,549,Bamfield-Alverstoke,359853.24,169141.04,-2.57874007744219,51.4198499608845
359874.48,167831.5,550,Bamfield (Upper),359874.48,167831.5,-2.57828597545495,51.4080769905125
360063.8,168682.9,551,Bamfield - mounted to SL22,360063.8,168682.9,-2.57566025749631,51.4157455658871
357277.7,179198.779999999,552,On Column 2,357277.7,179198.78,-2.6169972936776,51.510090408243
358809.32,170944.470000001,553,Opp P045,358809.32,170944.47,-2.59396453195529,51.4359896539398
360829.76,174681.529999999,554,Stapleton Road/St Marks Road,360829.76,174681.53,-2.56531303402113,51.4697339958361
360634.27,174391.529999999,555,Stapleton Road/Warwick Road,360634.27,174391.53,-2.56809497206528,51.4671130479219
360549.05,174214.789999999,556,Stapleton Road/Kensington Park,360549.05,174214.79,-2.56930202750327,51.4655179734893
360155.41,173607.949999999,557,"Stapleton Road William Hill PTZ, Easton",360155.41,173607.95,-2.57489999597252,51.4600340030447
360256.77,173722.82,558,"Stapleton Road/Clifden Place PTZ, Easton",360256.77,173722.82,-2.57345403461279,51.4610739931228
360474.25,174047.32,559,Stapleton Road/Lansdowne Road,360474.25,174047.32,-2.57036003887148,51.4640069632223
360909.16,174726.960000001,560,Stapleton Road/Robertson Road,360909.16,174726.96,-2.56417500878377,51.4701479407136
360420.01,173871.470000001,561,"Twinnell House, Rear Left PTZ",360420.01,173871.47,-2.57112109675265,51.4624220373175
360407.08,173861.34,562,"Twinnell House, Front Left PTZ",360407.08,173861.34,-2.57130607500875,51.4623300474328
360788.1,174584.98,563,Stapleton Road/Robert Street,360788.1,174584.98,-2.565902036589,51.4688630302561
360673.46,174465.07,564,Stapleton Road (Cotton and Sons),360673.46,174465.07,-2.56753901741802,51.4677769724226
360165,173637,565,SS5 DEPLOYABLE CAMERA - Stapleton Road/Milsom Street. SL 5,360165,173637,-2.57476524233964,51.4602958791285
360220,173705,566,SS5 DEPLOYABLE CAMERA - Stapleton Road/Webb Street. SL 7,360220,173705,-2.57398127485673,51.4609111739149
360735,174528,567,Stapleton Road Opposite train station entrance. SL31,360735,174528,-2.56666011687044,51.4683470448437
360735,174528,568,Stapleton Road Opposite train station entrance. SL31,360735,174528,-2.56666011687044,51.4683470448437
359278.73,172157.18,569,Redcliffe Proctor House Rear PTZ,359278.73,172157.18,-2.58735106611385,51.4469270366091
359301.84,172178.68,570,Redcliffe Proctor House Front PTZ,359301.84,172178.68,-2.5870210068911,51.4471220137673
359224.31,173647.939999999,571,Brunswick Square (Looks Down To Bellyfull Caf�),359224.31,173647.94,-2.58830603182971,51.4603269698356
359001,173827,572,Junction Jamaica Street and Lower Gay Street,359001,173827,-2.5915410305542,51.4619207610726
359436.87,171995.529999999,573,York Road/St Luke's Road,359436.87,171995.53,-2.58505711629033,51.4454850297309
359616.04,177260.41,574,Att C72,359616.04,177260.41,-2.58308196834053,51.492834955663
359341.51,176243.92,575,Gloucester Road/Ashley Down Road,359341.51,176243.92,-2.58691900218906,51.4836759937103
358494,172771,576,"College Green Ped Crossing, Junct Trinity St",358494,172771,-2.59871434942534,51.4523887507385
358305,172861,577,CITY HALL - Camera 5 - Door 4 (College Green),358305,172861,-2.60144480345078,51.4531840229641
358320,172843,578,CITY HALL - Camera 6 - PTZ Main Ramp (Park Street),358320,172843,-2.60122681154672,51.4530232876385
358312,172839,579,CITY HALL - Camera 7 - Main Ramp Barrier (Park Street),358312,172839,-2.60134146508571,51.4529867303909
358312,172838,580,CITY HALL - Camera 7a - Park Street entrance,358312,172838,-2.60134134687467,51.4529777390111
358280,172806,581,CITY HALL - Camera 8 - PTZ Park Street ,358280,172806,-2.60179807393535,51.4526876471945
358280,172787,582,CITY HALL - Camera 9 - Main Entrance to Building ,358280,172787,-2.6017958261053,51.4525168109798
358279,172784,583,CITY HALL - Camera 10 - Main Ramp front of building (Deanery Road side),358279,172784,-2.60180986204871,51.4524897628222
358269,172774,584,CITY HALL - Camera 11 - PTZ Main Ramp front of building (Deanery Road side),358269,172774,-2.60195258726732,51.4523991087476
358950.49,171996.050000001,585,Att to Column 1,358950.49,171996.05,-2.59205542253144,51.4454545001286
358676,172012,586,Coronation Road/Dean Lane,358676,172012,-2.59600675491445,51.4455778548841
360357.41,173763.52,587,"Laundry, Ashman Close",360357.41,173763.52,-2.57201004406224,51.4614470265976
360359.56,173754.050000001,588,"1st Floor, Ashman Close",360359.56,173754.05,-2.57197803547943,51.461362030053
360337.28,173792.039999999,589,"Twinnell House, Car Park PTZ",360337.28,173792.04,-2.57230298825585,51.4617020428801
360338.03,173790.58,590,Ashman Close Lower Door (External).,360338.03,173790.58,-2.57229202911881,51.4616889683293
360359.56,173754.050000001,591,Ashman Close 2nd Floor 2nd Cam (Internal),360359.56,173754.05,-2.57197803547943,51.461362030053
360359.56,173754.050000001,592,Ashman Close 2nd Floor 1st Cam (Internal),360359.56,173754.05,-2.57197803547943,51.461362030053
352253.72,177164.369999999,593,Portway A4,352253.72,177164.37,-2.68910993067856,51.4913959505475
361758.08,173652.800000001,594,"Chalks Road Car Park, ANPR Entrance",361758.08,173652.8,-2.5518369536335,51.4605479766034
361758.08,173652.800000001,595,"Chalks Road Car Park, Underneath RHS",361758.08,173652.8,-2.5518369536335,51.4605479766034
358907,172985,596,"St Nicks Market - Front office door/office
",358907,172985,-2.59279595582414,51.4543431745252
358884,172985,597,St Nicks Market - South Arcade entrance All Saints Lane,358884,172985,-2.59312695400589,51.4543414967924
358903,172950,598,St Nicks Market - Covered Market All Saints Lane entrance - Stalls 81-94,358903,172950,-2.59284944683917,51.4540281845237
358895.7,172960.810000001,599,St Nicks Market - Covered Market All Saints Lane Entrance - Stalls 66-80 ,358895.7,172960.81,-2.59295576048293,51.4541248488922
358891,172968,600,St Nicks Market - Covered Market All Saints Lane entrance - Stalls 51-65,358891,172968,-2.59302423604841,51.4541891540537
358895,172982,601,"St Nicks Market - Glass Arcade North PanoVu - 4167, 4169, 4170, 4195",358895,172982,-2.59296830126445,51.4543153251646
358895,172982,602,"St Nicks Market - Glass Arcade North PanoVu - 4167, 4169, 4170, 4195",358895,172982,-2.59296830126445,51.4543153251646
358895,172982,603,"St Nicks Market - Glass Arcade North PanoVu - 4167, 4169, 4170, 4195",358895,172982,-2.59296830126445,51.4543153251646
358895,172982,604,"St Nicks Market - Glass Arcade North PanoVu - 4167, 4169, 4170, 4195",358895,172982,-2.59296830126445,51.4543153251646
358892,172972,605,St Nicks Market - All Saints Lane By The Crown pub,358892,172972,-2.59301031059916,51.4542251925241
358894,172973,606,St Nicks Market - All Saints Lane By The Crown pub (Rummer Store),358894,172973,-2.59298164465383,51.4542343298022
358864,173013,607,St Nicks Market - Exchange - All Saints Entrance,358864,173013,-2.59341804101496,51.4545917957506
361805.09,173612.970000001,608,"Chalks Road Car Park, Car Park Entrance",361805.09,173612.97,-2.55115599535488,51.4601930346628
361805.09,173612.970000001,609,"Chalks Road Car Park, Bottom PTZ",361805.09,173612.97,-2.55115599535488,51.4601930346628
361824.81,173564.99,610,Church Road/Chalks Road,361824.81,173564.99,-2.550866965372,51.4597629700775
361781.13,173632.939999999,611,"Chalks Road Car Par, Underneath LHS",361781.13,173632.94,-2.55150302649339,51.4603709703399
361781.13,173632.939999999,612,"Chalks Road Car Park, Front Right of Zedpods",361781.13,173632.94,-2.55150302649339,51.4603709703399
361805.09,173612.970000001,613,"Chalks Road Car Park, Front Left Zedpods",361805.09,173612.97,-2.55115599535488,51.4601930346628
361805.09,173612.970000001,614,"Chalks Road Car Park, Far Right Of Building Zedpods",361805.09,173612.97,-2.55115599535488,51.4601930346628
361805.09,173612.970000001,615,"Chalks Road Car Park, Far Left Of Building Zedpods",361805.09,173612.97,-2.55115599535488,51.4601930346628
361758,173655,616,"Chalks Road Car Park, Street Light on island at the far end",361758,173655,-2.55183834367823,51.4605677516501
359424.04,173776.130000001,617,Portland Square (North),359424.04,173776.13,-2.5854460082856,51.461493994469
361141.78,172953.57,618,"Barton House, Vehicle Gates (Static)",361141.78,172953.57,-2.56063098946324,51.4542190139934
361162.56,172908.810000001,619,"Barton House, Marsh Lane PTZ",361162.56,172908.81,-2.56032701941395,51.4538179906699
361141.78,172953.57,620,"Barton House, Vehicle Gate PTZ",361141.78,172953.57,-2.56063098946324,51.4542190139934
358198.53,172709.17,621,"College Street Car park, Rear Right Upper Internal",358198.53,172709.17,-2.60295902305353,51.4518109759265
358201.99,172715.26,622,"CAMERA 14 - College Street Car Park, Cycle Racks Upper/Left (above final exit arrow, looking down first corridor)",358201.99,172715.26,-2.60290995340493,51.4518659900084
358191.19,172712.01,623,"College Street Car Park, Central Lower/Right Internal",358191.19,172712.01,-2.60306498699937,51.4518359670646
358209.26,172712.529999999,624,"CAMERA 6 - College Street Car Park, Upper Right Rear Internal (looking towards permit bay 3 from opposite corner)",358209.26,172712.53,-2.60280500985597,51.4518419825921
358195.33,172717.09,625,"CAMERA 21 - College Street Car Park, Central Cycle Racks Middle (next to end of red pipe, looking up central walkway)",358195.33,172717.09,-2.60300601206864,51.4518819503304
358271,172729,626,CITY HALL - Camera 12 - Exit (Deanery Road),358271,172729,-2.60191848068356,51.451994644709
358252,172713,627,CITY HALL - Camera 13 - Door 1 (Deanery Road),358252,172713,-2.60219000960735,51.4518493756998
358581.76,173193.16,628,Colston Street (Christmas Steps),358581.76,173193.16,-2.59750099152053,51.45619100814
358553.5,172982.85,629,Colston Street/Pipe Lane,358553.5,172982.85,-2.59788299762715,51.4542979538307
358440.07,167438.630000001,630,Walwyn Gardens (External Static),358440.07,167438.63,-2.59886198120069,51.404440989781
357546,170449.859999999,631,cannot confirm bedminister rd jnct,357546,170449.86,-2.61207890460745,51.4314490237148
357420.23,170183.529999999,632,Cross Hands Bedminster Down,357420.23,170183.53,-2.6138559360854,51.4290449848483
357537.51,170457.039999999,633,Bedminster Road/Bedminster Down Road,357537.51,170457.04,-2.61220188939303,51.4315129386896
357665.7,170617.43,634,Att C1,357665.7,170617.43,-2.61037722197104,51.4329646372735
359494.36,173557.369999999,635,Between 15 and 16,359494.36,173557.37,-2.58440872445622,51.4595320981885
359486.69,173571.75,636,next to 012,359486.69,173571.75,-2.58452076949085,51.4596608430503
359244.86,173524.66,637,Bond Street/York Street,359244.86,173524.66,-2.58799599871685,51.4592199988627
359110.68,173549.1,638,St James Barton/Bond Street (Low Level),359110.68,173549.1,-2.58993007384532,51.4594300270936
358584,172774,639,Centre/ Queen Square end - Street Lighting Column (081A),358584,172774,-2.59741955263822,51.4524223465515
359605.63,174132.02,640,"Carr House/Winkworth Place PTZ, St Paul's (Carr House)",359605.63,174132.02,-2.58287302706143,51.4647069776338
359062.3,173122.970000001,641,Wine Street/Union Street (Top),359062.3,173122.97,-2.59057698998731,51.4555950189628
358778.47,167703.35,642,"Oak House Front Door external dome
Already cleaned when upgraded",358778.47,167703.35,-2.59402802924056,51.4068459706756
361063.56,174798.189999999,643,Fishponds Road/East Park/Argyle Road,361063.56,174798.19,-2.56196007496759,51.4707990011565
361321.25,174914.34,644,Mayfield Primary School (East Park),361321.25,174914.34,-2.55826297086499,51.4718609570241
360359,176886,645,DEPLOYABLE CAMERA - Fly tipping - Lockleaze road jnc Wordsworth Road - mounted to lighting column 12,360359,176886,-2.57233859985101,51.4895213626671
358827.57,173002.310000001,646,Corn Street/ Wine Street (Top end of St Nicholas Market),358827.57,173002.31,-2.59394106958441,51.4544930173242
358847,173010,647,St Nicks Market - Corn Street Entrance to Exchange Hall,358847,173010,-2.59366234355087,51.4545635803476
364073.57,175770.220000001,648,Ledbury Road Block 04 Rear Door External,364073.57,175770.22,-2.51872607971193,51.4797380347063
360375,174247,649,Warwick Rd/ Waverley St/ Oxford Place (By Millpond Primary School),360375,174247,-2.57181108469603,51.4657953817558
359783.33,177720.32,650,Filton Road/Monks Park Avenue,359783.33,177720.32,-2.580724992204,51.4969819674698
359753.21,177675.619999999,651,opp 013,359753.21,177675.62,-2.58115374587982,51.4965779196414
359926.87,177038.859999999,652,between 008 and traffic lights,359926.87,177038.86,-2.57857973355264,51.4908651782983
360967.25,177035.949999999,653,Gainsborough Square (Lockleaze),360967.25,177035.95,-2.56359495090886,51.4909120102034
358469.84,172225.689999999,654,"M Shed, Princes Wharf (North)",358469.84,172225.69,-2.59899807364907,51.4474839993625
358605.12,172298.77,655,"M Shed, Princes Wharf (South)",358605.12,172298.77,-2.59706005191202,51.4481510144416
358532,172224,656,M-Shed Rear-Centre-Left Ext,358532,172224,-2.59810345561347,51.4474733806209
358619,172273,657,"M-Shed Rear-Right-Side Ext
",358619,172273,-2.59685732510077,51.4479203346413
358597,172261,658,M-Shed Rear-Centre-Right Ext,358597,172261,-2.59717248632371,51.4478108267407
358596,172259,659,"M-Shed Rear-Right-Corner Ext
",358596,172259,-2.59718664212229,51.4477927712225
358472,172217,660,M-Shed Front-Right-Side Ext,358472,172217,-2.59896597683274,51.4474060264706
358511,172251,661,"M-Shed Front-Right-Corner Ext
",358511,172251,-2.59840878038482,51.4477145931811
358532,172261,662,M-Shed Front-Centre-Right Ext,358532,172261,-2.59810777805664,51.4478060487258
358574,172285,663,"M-Shed Front-Centre-Left Ext
",358574,172285,-2.59750623684011,51.4480249216768
358574,172286,664,"M-Shed Front-Left Ext
",358574,172286,-2.59750635355358,51.4480339127085
358614,172296,665,M-Shed Front-Left-Corner Ext,358614,172296,-2.5969319527529,51.4481267613414
358533,172263,666,"M-Shed Rear-Left-Side Ext
",358533,172263,-2.59809362259743,51.4478241043495
358483,172201,667,M-Shed Rear-Left-Corner Ext,358483,172201,-2.59880582681671,51.4472629802793
359391.05,173281.810000001,668,Lower Castle Street/ Broad Weir,359391.05,173281.81,-2.58586398007491,51.4570469978196
359402.2,169639.4,669,Hartcliffe Road junction with Filwood Broadway. Mounted to street lighting column 13.,359402.2,169639.4,-2.58528392368329,51.4242986970278
359074.73,172353.68,670,Redcliffe Hill Roundabout,359074.73,172353.68,-2.5903090659685,51.4486790063494
359047.39,172407.58,671,Att to column 19,359047.39,172407.58,-2.59070869481172,51.4491616385009
357575,172141,672,MetroBus Wapping Wharf/ Gaol Ferry Bridge - Lamp Post,357575,172141,-2.61186383833592,51.446655904475
358462,172073,673,Cumberland Road Vauxhall Bridge,358462,172073,-2.59909301814183,51.4461105817879
357188,172092,674,MetroBus Cumberland Rd VMS,357188,172092,-2.61742636023881,51.4461860801531
359753,167887,675,601 Whitchurch Lane PTZ Camera mounted to Unit 1.,359753,167887,-2.58003871870579,51.4085674110482
359808,167911,676,601 Whitchurch Lane PTZ Camera mounted to Unit 9.,359808,167911,-2.57925073363437,51.4087870993027
358485.52,167408,677,Walwyn Gardens PTZ,358485.52,167408,-2.59820501550678,51.4041689299113
360926.91,173131.5,678,"Beaufort House, Main Entrance PTZ",360926.91,173131.5,-2.56374297892253,51.4558040312364
358969.81,173174.9,679,The Pithay/Fairfax Street,358969.81,173174.9,-2.59191410884062,51.4560552141802
359083.24,173704.029999999,680,Moon Street,359083.24,173704.03,-2.59034300436882,51.4608210696734
358879.25,173231.439999999,681,Bridewell Street/ Fairfax Street (Opp Police Station),358879.25,173231.44,-2.59322401741032,51.4565569853066
359128.89,173411.710000001,682,Broadmead/Callow Hill Court,359128.89,173411.71,-2.58965206221113,51.4581960228173
358735,171552,683,Metrobus Dalby Avenue Bus Stop,358735,171552,-2.59510435337749,51.4414463245351
360392.45,173409.789999999,684,Lawrence Hill Roundabout (South),360392.45,173409.79,-2.57146605859223,51.4582689901715
360408.52,174008.779999999,685,next to 008,360408.52,174008.78,-2.57130186782869,51.4636558269786
360449.84,173789.050000001,686,on col 51,360449.84,173789.05,-2.57068250250833,51.4616830674003
360431.5,173937.439999999,687,Easton Way/Stapleton Road,360431.5,173937.44,-2.57096309756925,51.4630160003548
360453.55,173538.66,688,Lawrence Hill Roundabout (North),360453.55,173538.66,-2.57060108571749,51.4594319942244
360438.35,173911.630000001,689,near FP0009,360438.35,173911.63,-2.57086160835929,51.4627844154633
360214,174219,690,"M32, Junct 3 (Easton Way) - Street Lighting Column 1",360214,174219,-2.57412553439301,51.4655322906542
360387.91,173995.73,691,"Rawnsley House, Rear PTZ",360387.91,173995.73,-2.5715970719434,51.463537042868
360429.68,173739.26,692,Durbin Walk PTZ,360429.68,173739.26,-2.57096710371114,51.4612339753585
360440.35,173807.02,693,"Twinnell House, Rear Right PTZ",360440.35,173807.02,-2.57082110990188,51.4618439752743
360491.1,173569.289999999,694,Walker Close Rear Upper PTZ,360491.1,173569.29,-2.57006405601994,51.4597100317515
360483.98,173699.470000001,695,"Lansdowne Court, Main Entrance (External)",360483.98,173699.47,-2.57018108763645,51.4608800206701
360483.98,173699.470000001,696,"Lansdowne Court, Main entrance PTZ",360483.98,173699.47,-2.57018108763645,51.4608800206701
360396,174052,697,"DEPLOYABLE CAMERA - Fly tipping - Easton Way, mounted to lighting column 7. ",360396,174052,-2.57148692940061,51.4640435520467
361084.42,173058.880000001,698,"Corbett House, Vehicle Gates (Static) ",361084.42,173058.88,-2.56146807454562,51.4551619443115
361076.78,173076.52,699,"Corbett House, Front  PTZ",361076.78,173076.52,-2.56157996894289,51.4553200252907
361064.85,173080.279999999,700,"Corbett House, Main Entrance Door Panel",361064.85,173080.28,-2.56175208011348,51.455353011228
361064.85,173080.279999999,701,"Corbett House, Laundry (Outside Laundry)",361064.85,173080.28,-2.56175208011348,51.455353011228
361064.85,173080.279999999,702,"Corbett House, Lift #1",361064.85,173080.28,-2.56175208011348,51.455353011228
361064.85,173080.279999999,703,"Corbett House, Lift #2",361064.85,173080.28,-2.56175208011348,51.455353011228
361064.85,173080.279999999,704,"Corbett House, Laundry",361064.85,173080.28,-2.56175208011348,51.455353011228
361064.85,173080.279999999,705,"Corbett House, Lift lobby (right)",361064.85,173080.28,-2.56175208011348,51.455353011228
361064.85,173080.279999999,706,"Corbett House, Stairwell (Internal)",361064.85,173080.28,-2.56175208011348,51.455353011228
361064.85,173080.279999999,707,"Corbett House, Main Entrance (Internal)",361064.85,173080.28,-2.56175208011348,51.455353011228
361064.85,173080.279999999,708,"Corbett House, Lift Lobby (Left)",361064.85,173080.28,-2.56175208011348,51.455353011228
361064.85,173080.279999999,709,"Corbett House, Waiting Room",361064.85,173080.28,-2.56175208011348,51.455353011228
359352.73,173190.810000001,710,Castle Park (North East Corner),359352.73,173190.81,-2.58640502041029,51.4562260194652
359703.13,173445.029999999,711,"Ropewalk House, Main Entrance PTZ, St Jude's",359703.13,173445.03,-2.58139109809694,51.4585369733953
359704.93,173443.35,712,"Ropewalk House Lift #2, St Jude's",359704.93,173443.35,-2.58136500000744,51.4585219966063
359704.93,173443.35,713,"Ropewalk House Lift Lobby #2, St Jude's",359704.93,173443.35,-2.58136500000744,51.4585219966063
359698.26,173443.4,714,"Ropewalk House Laundry, St Jude's",359698.26,173443.4,-2.58146100406481,51.4585219691972
359717.69,173458.039999999,715,Ropewalk House Lobby #1,359717.69,173458.04,-2.58118302469434,51.4586549920783
359452.67,173106.369999999,716,Old Market Street/Lower Castle Street,359452.67,173106.37,-2.58495700819568,51.4554739880597
361020.7,173166.92,717,"longlands stairwell 
",361020.7,173166.92,-2.56239702972018,51.456128977498
361020.7,173166.92,718,"longlands hse rear bk door
",361020.7,173166.92,-2.56239702972018,51.456128977498
361020.7,173166.92,719,"longlands far lobby 
",361020.7,173166.92,-2.56239702972018,51.456128977498
361020.7,173166.92,720,"Longlands House, Main Entrance Door Panel",361020.7,173166.92,-2.56239702972018,51.456128977498
361020.7,173166.92,721,"Longlands House, Lift Lobby (Left)",361020.7,173166.92,-2.56239702972018,51.456128977498
361020.7,173166.92,722,"Longlands FR door lobby
",361020.7,173166.92,-2.56239702972018,51.456128977498
361020.7,173166.92,723,"Longlands House, Main Entrance (Internal)",361020.7,173166.92,-2.56239702972018,51.456128977498
361002,173180,724,"longlands house front PTZ
",361002,173180,-2.56266760728357,51.4562452946185
361008.19,173156.67,725,"longlands FR right external dome
",361008.19,173156.67,-2.56257594917078,51.4560359538851
358200.91,172720.050000001,726,"CAMERA 16 - College Street Car Park, Cycle Racks Central/Upper Internal (by door 8, looking down bike racks)",358200.91,172720.05,-2.60292606313322,51.4519089786282
358209.81,172719.75,727,"CAMERA 13 - College Street Car Park, Upper/Middle Left Internal (looking at final exit arrow on ground, also opposite camera 3. in front of permit bay 13)",358209.81,172719.75,-2.60279795070353,51.4519069411289
358214.54,172711.82,728,"CAMERA 4 - College Street Car Park, Right Corner Facing Door Internal (facing door 6)",358214.54,172711.82,-2.60272894315393,51.4518359901507
358200.9,172727.279999999,729,"CAMERA 2 - College Street Car Park, Upper POF Internal (looking at pay machine)",358200.9,172727.28,-2.60292706412491,51.4519739855582
358201.86,172733.5,730,CAMERA 1 - College Street Pedestrian Entry/Exit Internal (looking at permit bay 6),358201.86,172733.5,-2.60291398640848,51.4520299831249
358191.12,172729.470000001,731,"CAMERA 15 - College Street Car Park, Vehicle Entry/Exit Internal",358191.12,172729.47,-2.60306806467338,51.4519929513506
358206.9,172729.23,732,"College Street Car Park, EXTERNAL",358206.9,172729.23,-2.6028409511603,51.4519919636503
358201.53,172727.27,733,"CAMERA 7 - College Street car Park, EXTERNAL",358201.53,172727.27,-2.60291799680979,51.4519739423621
358215.72,172712.48,734,College Street Car Park External PTZ,358215.72,172712.48,-2.60271204041376,51.451842011935
358242,172712,735,CITY HALL - Camera 14 - Bike Shed internal (Deanery Road),358242,172712,-2.60233379759946,51.4518396435795
358244,172727,736,CITY HALL - Camera 15 - Bike Shed Door (Deanery Road),358244,172727,-2.60230679251412,51.4519746624429
358243,172768,737,CITY HALL - Camera 17 - Door 2 (College Street),358243,172768,-2.60232603831878,51.4523432349293
358237,172777,738,CITY HALL - Camera 18 - Ramp (College Street),358237,172777,-2.60241344911764,51.4524237128175
358238,172777,739,CITY HALL - Camera 19 - Cash Hall (Deanery Road),358238,172777,-2.60239905828014,51.4524237869096
358982.5,172914.5,740,Bristol Bridge/Baldwin Street,358982.5,172914.5,-2.59170122944232,51.4537147829954
357636.72,174131.75,741,Clifton Down Station Camera 1,357636.72,174131.75,-2.61121504381464,51.4645599616546
357665,174130,742,Clifton Down Rail Station 2,357665,174130,-2.61080774674655,51.4645463520152
358249,172805,743,CITY HALL - Camera 1 - Cash Hall entrance (Central),358249,172805,-2.6022440743178,51.4526763604229
358255,172822,744,CITY HALL - Camera 2 - Cash Hall entrance (Park Street),358255,172822,-2.60215974131374,51.4528296582677
358258,172823,745,CITY HALL - Camera 3 - Door 3 (Frog Lane),358258,172823,-2.60211668675811,51.4528388718247
358264,172823,746,CITY HALL - Camera 4 - Door 3 (Fire door),358264,172823,-2.60203034087403,51.4528393161333
358963,172016.869999999,747,Att to Column 8,358963,172016.87,-2.59187783146611,51.4456426046981
358825,173390,748,Metrobus Lewins Mead/ Broadmead,358825,173390,-2.59402327988599,51.4579786962327
359531.94,173533.57,749,between 17 and 19,359531.94,173533.57,-2.58386510945402,51.4593208028652
359497.86,173363.140000001,750,Bond Street/ Temple Way opposite Champion square (on traffic column),359497.86,173363.14,-2.58433607406858,51.4577859540022
359325.18,168135.92,751,Whitchurch Lane,359325.18,168135.92,-2.58621795024147,51.410774997338
359585,168261,752,Whitchurch Lane/ Hengrove Park 5 (Hanger Way),359585,168261,-2.58249666953387,51.4119182326177
359046.44,172196.859999999,753,Redcliffe Hill,359046.44,172196.86,-2.59069803581373,51.4472669734409
360335.1,173967.560000001,754,"Rawnsley House, Right Front PTZ",360335.1,173967.56,-2.5723540716451,51.4632800450056
358570.44,172504.26,755,Narrow Quay/Farr's Lane (Peros Bridge),358570.44,172504.26,-2.59758305633982,51.4499960332515
358323,172594,756,"Explore Lane (on anchor road, looking at explore lane)",358323,172594,-2.6011542157291,51.4507846555599
361108.12,171604.630000001,757,Bath Road/Spine Road,361108.12,171604.63,-2.56096703973192,51.4420880181529
358959.54,172081.34,758,Redcliffe Bridge Roundabout (Bedminster Bridge),358959.54,172081.34,-2.59193507306832,51.4462220063389
356712,169677,759,Entrance driveway South Bristol Crematorium,356712,169677,-2.62398028618282,51.4244367137205
358550.17,172609.75,760,Located on pontoon,358550.17,172609.75,-2.59788709135834,51.4509430246563
359567.04,173342.57,761,"St Matthias House, Main Entrance PTZ, St Jude's",359567.04,173342.57,-2.58333806147637,51.4576059693732
359547.28,173339.390000001,762,"St Mathias House Main Entrance Lobby, St Jude's",359547.28,173339.39,-2.58362208833663,51.4575759586569
359208.65,174533.59,763,Montpellier Station,359208.65,174533.59,-2.58863396222995,51.4682890135411
357280.34,174839.77,764,Upper Belgrave Road/Stoke Road,357280.34,174839.77,-2.61643104689094,51.4708990253551
359954.55,173396.33,765,"Somerset House Lobby #4, St Jude's",359954.55,173396.33,-2.57776700407639,51.4581170166811
359951.33,173402.58,766,"Somerset House Lobby #3, St Jude's",359951.33,173402.58,-2.57781405540878,51.4581729838701
359941.6,173420.23,767,"Somerset House Lobby #2, St Jude's",359941.6,173420.23,-2.57795609302737,51.4583309898529
359998.11,173449.48,768,"Wessex House/Gloucester House PTZ, St Jude's",359998.11,173449.48,-2.57714608060098,51.4585980015316
360000.09,173427.550000001,769,"Gloucester House/Trinity Avenue PTZ #2, St Jude's",360000.09,173427.55,-2.57711510323531,51.4584009614981
359975.16,173420.08,770,"Gloucester House/Trinity Avenue PTZ #1, St Jude's",359975.16,173420.08,-2.57747306362503,51.4583320258405
359948.97,173385.689999999,771,"Somerset House Rear PTZ, St Jude's",359948.97,173385.69,-2.57784610898348,51.4580209519931
359957.01,173426.449999999,772,"Somerset House, Car Park PTZ, St Jude's",359957.01,173426.45,-2.57773500876039,51.4583880113807
359997.3,173434.470000001,773,"Gloucester House Lobby #4, St Jude's",359997.3,173434.47,-2.57715604101585,51.4584629836776
359966.56,173421.26,774,"Gloucester House Lobby #2, St Jude's",359966.56,173421.26,-2.57759697272232,51.4583420247442
